EVENT_ID,SERIES_ID,EVENT_NAME,EVENT_STATUS,ANNUAL_OR_RECURRING,FIRST_YEAR,CATEGORY,SUBCATEGORY,START_DATE,END_DATE,DAY_OF_WEEK,START_TIME,END_TIME,TIME_NOTES,BOROUGH,NEIGHBORHOOD,VENUE,FULL_ADDRESS,STREET_NAME,STREET_FROM,STREET_TO,CROSS_STREETS,ZIP_CODE,LATITUDE,LONGITUDE,GOOGLE_MAPS_URL,APPLE_MAPS_URL,NEAREST_SUBWAY,NEAREST_BUS,PARKING_NOTES,ADMISSION,TICKET_URL,ESTIMATED_ATTENDANCE,EXPECTED_CROWD,PHOTO_VALUE,NEWS_VALUE,BEST_SHOOTING_TIME,PHOTO_SUBJECTS,GOLDEN_HOUR_NOTES,BLUE_HOUR_NOTES,PRESS_CREDENTIAL_NOTES,DRONE_NOTES,LIVE_MUSIC,FOOD_VENDORS,RIDES,PARADE,PROCESSION,FIREWORKS,ORGANIZER,OFFICIAL_WEBSITE,OFFICIAL_SOCIAL_MEDIA,PERMIT_ID,PERMIT_AGENCY,PRIMARY_SOURCE,SECONDARY_SOURCE,ADDITIONAL_SOURCES,SOURCE_CONFIDENCE,LAST_VERIFIED,RESEARCH_NOTES
NYC-2026-SI-000041,HRT-SUMMER-FRIDAYS,Summer Fridays at Historic Richmond Town,Confirmed,Weekly recurring series,Unknown,Community Festival,Weekly outdoor evening,2026-07-24,2026-07-24,Friday,16:00,20:00,Unknown,Staten Island,Richmondtown,Historic Richmond Town,"441 Clarke Avenue, Staten Island, NY 10306",Clarke Avenue,Unknown,Unknown,Unknown,10306,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,https://maps.apple.com/?q=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Medium,4,2,16:00–20:00,Historic village; food and drinks; families; outdoor relaxation; community life,Late-day hours provide strong light around historic structures.,Unknown,Public-event access and organizer-specific credential policy should be confirmed before assignment.,Follow FAA requirements and NYC launch/landing restrictions; event-specific authorization unknown.,Unknown,Yes,No,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/events/2025/6/26/summerfridays,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/events/2025/6/26/summerfridays,Unknown,Unknown,High,2026-07-16,"Official page states every Friday in July and August from 4:00–8:00 PM, free and open to all. July 10 was separately postponed; only in-scope later Fridays are exported."
NYC-2026-SI-000042,HRT-CARNEGIE-ENSEMBLE-CONNECT,Carnegie Hall Citywide: Ensemble Connect,Confirmed,Annual / Returning,Unknown,Outdoor Concert,Free classical performance,2026-07-25,2026-07-25,Saturday,17:00,19:00,Unknown,Staten Island,Richmondtown,Historic Richmond Town,"441 Clarke Avenue, Staten Island, NY 10306",Clarke Avenue,Unknown,Unknown,Unknown,10306,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,https://maps.apple.com/?q=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Medium,4,3,16:30 arrivals through 19:00,Classical musicians; historic architecture; outdoor audience; Staten Island culture,Unknown,Unknown,Public-event access and organizer-specific credential policy should be confirmed before assignment.,Follow FAA requirements and NYC launch/landing restrictions; event-specific authorization unknown.,Yes,Unknown,No,No,No,No,Historic Richmond Town / Carnegie Hall Citywide,https://www.historicrichmondtown.org/events/carnegie-hall-citywide-ensemble,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/events/carnegie-hall-citywide-ensemble,Unknown,Unknown,High,2026-07-16,"Official Historic Richmond Town event page confirms date, hours, address, free admission, and public access."
NYC-2026-BK-000049,BAT-SUMMER-TERMINAL,Summer at the Terminal: Wellness on the Waterfront,Confirmed,Recurring venue series,Unknown,Public Fitness,Waterfront wellness event,2026-07-26,2026-07-26,Sunday,10:00,14:00,Unknown,Brooklyn,Sunset Park,Brooklyn Army Terminal — Ferry Plaza Park,"140 58th Street, Brooklyn, NY 11220",58th Street,Unknown,Unknown,First Avenue / Brooklyn waterfront,11220,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=140+58th+Street%2C+Brooklyn%2C+NY+11220,https://maps.apple.com/?q=140+58th+Street%2C+Brooklyn%2C+NY+11220,N or R to 59th Street; additional ferry and bus options,Unknown,Venue advises checking pier and event-specific parking closures.,Free,Unknown,Unknown,Medium to large,4,3,10:00–14:00,Waterfront crowd; performers; families; industrial architecture; sunset views,Waterfront location offers strong late-day and sunset potential.,"Evening events offer skyline, stage-light, and industrial-background opportunities.",Public-event access and organizer-specific credential policy should be confirmed before assignment.,Follow FAA requirements and NYC launch/landing restrictions; event-specific authorization unknown.,Unknown,Unknown,No,No,No,No,Brooklyn Army Terminal / NYCEDC and event partners,https://brooklynarmyterminal.com/events,Unknown,Unknown,Unknown,https://brooklynarmyterminal.com/events,Unknown,Unknown,High,2026-07-16,"Date, time, event description, venue area, and address verified from the current official Brooklyn Army Terminal event calendar. Ticket links and programming remain subject to organizer changes."
NYC-2026-QN-000032,PERMIT-946179,Family Camping at Alley Pond Park,Permitted,One-time / Unknown,Unknown,Outdoor Recreation,Family camping program,2026-07-27,2026-07-27,Monday,00:01,07:00,Unknown,Queens,Oakland Gardens,Alley Pond Park — Upper Alley BBQ Area (Teal),"Winchester Boulevard and Grand Central Parkway, Queens, NY",Winchester Boulevard,Unknown,Unknown,Grand Central Parkway,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Winchester+Boulevard+and+Grand+Central+Parkway%2C+Queens%2C+NY,https://maps.apple.com/?q=Winchester+Boulevard+and+Grand+Central+Parkway%2C+Queens%2C+NY,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,00:01–07:00,Families camping; park landscape; outdoor recreation,Unknown,Unknown,Public-event access and organizer-specific credential policy should be confirmed before assignment.,Follow FAA requirements and NYC launch/landing restrictions; event-specific authorization unknown.,Unknown,Unknown,No,No,No,No,NYC Parks,https://data.cityofnewyork.us/City-Government/NYC-Permitted-Event-Information/tvpp-9vvx,Unknown,946179,Parks Department,https://data.cityofnewyork.us/resource/tvpp-9vvx.json,https://data.cityofnewyork.us/City-Government/NYC-Permitted-Event-Information/tvpp-9vvx,https://nyceventpermits.nyc.gov/cems/findevents,High,2026-07-16,"Approved public-event record extracted from NYC Permitted Event Information. Descriptive and editorial fields were normalized for this database; permit title, date, time, borough, location, agency, and permit ID are source facts."
NYC-2026-QN-000033,ASTORIA-PARK-FREE-MOVIES,Free Movies at Astoria Park,Permitted,Recurring,Unknown,Film Screening,Outdoor movie series,2026-07-27,2026-07-27,Monday,19:00,22:00,Unknown,Queens,Astoria,Astoria Park — Great Lawn 01A,"Astoria Park, 19th Street and Ditmars Boulevard, Astoria, NY 11105",19th Street,Unknown,Unknown,Ditmars Boulevard,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Astoria+Park%2C+19th+Street+and+Ditmars+Boulevard%2C+Astoria%2C+NY+11105,https://maps.apple.com/?q=Astoria+Park%2C+19th+Street+and+Ditmars+Boulevard%2C+Astoria%2C+NY+11105,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,19:00–22:00,Outdoor audience; movie screen; Hell Gate Bridge context; families,Unknown,Unknown,Public-event access and organizer-specific credential policy should be confirmed before assignment.,Follow FAA requirements and NYC launch/landing restrictions; event-specific authorization unknown.,Unknown,Unknown,No,No,No,No,Permit applicant / NYC Parks,https://data.cityofnewyork.us/City-Government/NYC-Permitted-Event-Information/tvpp-9vvx,Unknown,909657,Parks Department,https://data.cityofnewyork.us/resource/tvpp-9vvx.json,https://data.cityofnewyork.us/City-Government/NYC-Permitted-Event-Information/tvpp-9vvx,https://nyceventpermits.nyc.gov/cems/findevents,High,2026-07-16,"Approved public-event record extracted from NYC Permitted Event Information. Descriptive and editorial fields were normalized for this database; permit title, date, time, borough, location, agency, and permit ID are source facts."
NYC-2026-BX-000017,PERMIT-954104,Art in the Park at Aqueduct Walk,Permitted,One-time / Unknown,Unknown,Art Festival,Community arts program,2026-07-27,2026-07-27,Monday,13:00,16:00,Unknown,The Bronx,University Heights / Kingsbridge Heights,Aqueduct Walk,"Aqueduct Walk between West Fordham Road and West Kingsbridge Road, Bronx, NY",Aqueduct Walk,West Fordham Road,West Kingsbridge Road,West Fordham Road / West Kingsbridge Road,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Aqueduct+Walk+between+West+Fordham+Road+and+West+Kingsbridge+Road%2C+Bronx%2C+NY,https://maps.apple.com/?q=Aqueduct+Walk+between+West+Fordham+Road+and+West+Kingsbridge+Road%2C+Bronx%2C+NY,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,13:00–16:00,Artists; children; public art; linear park; Bronx community,Unknown,Unknown,Public-event access and organizer-specific credential policy should be confirmed before assignment.,Follow FAA requirements and NYC launch/landing restrictions; event-specific authorization unknown.,Unknown,Unknown,No,No,No,No,Permit applicant / NYC Parks,https://data.cityofnewyork.us/City-Government/NYC-Permitted-Event-Information/tvpp-9vvx,Unknown,954104,Parks Department,https://data.cityofnewyork.us/resource/tvpp-9vvx.json,https://data.cityofnewyork.us/City-Government/NYC-Permitted-Event-Information/tvpp-9vvx,https://nyceventpermits.nyc.gov/cems/findevents,High,2026-07-16,"Approved public-event record extracted from NYC Permitted Event Information. Descriptive and editorial fields were normalized for this database; permit title, date, time, borough, location, agency, and permit ID are source facts."
NYC-2026-MN-000123,PERMIT-937266,Hang with Harvey,Permitted,One-time / Unknown,Unknown,Community Program,Public park program,2026-07-29,2026-07-29,Wednesday,16:00,18:00,Unknown,Manhattan,Greenwich Village,Washington Square Park — Northwest Corner Plaza,"Washington Square Park, New York, NY 10012",Washington Square North,Unknown,Unknown,Northwest corner plaza,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=Washington+Square+Park%2C+New+York%2C+NY+10012,https://maps.apple.com/?q=Washington+Square+Park%2C+New+York%2C+NY+10012,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,16:00–18:00,Park visitors; community interaction; Washington Square life,Unknown,Unknown,Public-event access and organizer-specific credential policy should be confirmed before assignment.,Follow FAA requirements and NYC launch/landing restrictions; event-specific authorization unknown.,Unknown,Unknown,No,No,No,No,Permit applicant / NYC Parks,https://data.cityofnewyork.us/City-Government/NYC-Permitted-Event-Information/tvpp-9vvx,Unknown,937266,Parks Department,https://data.cityofnewyork.us/resource/tvpp-9vvx.json,https://data.cityofnewyork.us/City-Government/NYC-Permitted-Event-Information/tvpp-9vvx,https://nyceventpermits.nyc.gov/cems/findevents,High,2026-07-16,"Approved public-event record extracted from NYC Permitted Event Information. Descriptive and editorial fields were normalized for this database; permit title, date, time, borough, location, agency, and permit ID are source facts."
NYC-2026-BK-000050,BAT-EMW,Live Music Concert with EMW Presents,Confirmed,Recurring venue series,Unknown,Live Music,Ticketed concert,2026-07-31,2026-07-31,Friday,16:00,22:00,Unknown,Brooklyn,Sunset Park,Brooklyn Army Terminal,"140 58th Street, Brooklyn, NY 11220",58th Street,Unknown,Unknown,First Avenue / Brooklyn waterfront,11220,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=140+58th+Street%2C+Brooklyn%2C+NY+11220,https://maps.apple.com/?q=140+58th+Street%2C+Brooklyn%2C+NY+11220,N or R to 59th Street; additional ferry and bus options,Unknown,Venue advises checking pier and event-specific parking closures.,Ticketed,Unknown,Unknown,Large,5,3,16:00–22:00,Waterfront crowd; performers; families; industrial architecture; sunset views,Waterfront location offers strong late-day and sunset potential.,"Evening events offer skyline, stage-light, and industrial-background opportunities.",Public-event access and organizer-specific credential policy should be confirmed before assignment.,Follow FAA requirements and NYC launch/landing restrictions; event-specific authorization unknown.,Yes,Unknown,No,No,No,No,Brooklyn Army Terminal / NYCEDC and event partners,https://brooklynarmyterminal.com/events,Unknown,Unknown,Unknown,https://brooklynarmyterminal.com/events,Unknown,Unknown,High,2026-07-16,"Date, time, event description, venue area, and address verified from the current official Brooklyn Army Terminal event calendar. Ticket links and programming remain subject to organizer changes."
NYC-2026-MN-000124,PERMIT-959872,ISKCON60 Gala Festival,Permitted,One-time / Unknown,Unknown,Religious Festival,ISKCON anniversary gala festival,2026-07-31,2026-07-31,Friday,17:00,22:30,Unknown,Manhattan,Hell’s Kitchen,West 49th Street,"West 49th Street between 11th Avenue and 12th Avenue, New York, NY",West 49th Street,11th Avenue,12th Avenue,11th Avenue / 12th Avenue,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=West+49th+Street+between+11th+Avenue+and+12th+Avenue%2C+New+York%2C+NY,https://maps.apple.com/?q=West+49th+Street+between+11th+Avenue+and+12th+Avenue%2C+New+York%2C+NY,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,4,3,17:00–22:30,Religious community; cultural dress; music; festival activity,Unknown,Unknown,Public-event access and organizer-specific credential policy should be confirmed before assignment.,Follow FAA requirements and NYC launch/landing restrictions; event-specific authorization unknown.,Yes,Unknown,No,No,No,No,ISKCON / SAPO permit applicant,https://data.cityofnewyork.us/City-Government/NYC-Permitted-Event-Information/tvpp-9vvx,Unknown,959872,SAPO,https://data.cityofnewyork.us/resource/tvpp-9vvx.json,https://data.cityofnewyork.us/City-Government/NYC-Permitted-Event-Information/tvpp-9vvx,https://nyceventpermits.nyc.gov/cems/findevents,High,2026-07-16,"Approved public-event record extracted from NYC Permitted Event Information. Descriptive and editorial fields were normalized for this database; permit title, date, time, borough, location, agency, and permit ID are source facts."
NYC-2026-SI-000043,HRT-SUMMER-FRIDAYS,Summer Fridays at Historic Richmond Town,Confirmed,Weekly recurring series,Unknown,Community Festival,Weekly outdoor evening,2026-07-31,2026-07-31,Friday,16:00,20:00,Unknown,Staten Island,Richmondtown,Historic Richmond Town,"441 Clarke Avenue, Staten Island, NY 10306",Clarke Avenue,Unknown,Unknown,Unknown,10306,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,https://maps.apple.com/?q=441+Clarke+Avenue%2C+Staten+Island%2C+NY+10306,Unknown,Unknown,Unknown,Free,Unknown,Unknown,Medium,4,2,16:00–20:00,Historic village; food and drinks; families; outdoor relaxation; community life,Late-day hours provide strong light around historic structures.,Unknown,Public-event access and organizer-specific credential policy should be confirmed before assignment.,Follow FAA requirements and NYC launch/landing restrictions; event-specific authorization unknown.,Unknown,Yes,No,No,No,No,Historic Richmond Town,https://www.historicrichmondtown.org/events/2025/6/26/summerfridays,Unknown,Unknown,Unknown,https://www.historicrichmondtown.org/events/2025/6/26/summerfridays,Unknown,Unknown,High,2026-07-16,"Official page states every Friday in July and August from 4:00–8:00 PM, free and open to all. July 10 was separately postponed; only in-scope later Fridays are exported."
NYC-2026-BK-000051,BAT-EMW,Live Music Concert with EMW Presents,Confirmed,Recurring venue series,Unknown,Live Music,Ticketed concert,2026-08-01,2026-08-01,Saturday,16:00,22:00,Unknown,Brooklyn,Sunset Park,Brooklyn Army Terminal,"140 58th Street, Brooklyn, NY 11220",58th Street,Unknown,Unknown,First Avenue / Brooklyn waterfront,11220,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=140+58th+Street%2C+Brooklyn%2C+NY+11220,https://maps.apple.com/?q=140+58th+Street%2C+Brooklyn%2C+NY+11220,N or R to 59th Street; additional ferry and bus options,Unknown,Venue advises checking pier and event-specific parking closures.,Ticketed,Unknown,Unknown,Large,5,3,16:00–22:00,Waterfront crowd; performers; families; industrial architecture; sunset views,Waterfront location offers strong late-day and sunset potential.,"Evening events offer skyline, stage-light, and industrial-background opportunities.",Public-event access and organizer-specific credential policy should be confirmed before assignment.,Follow FAA requirements and NYC launch/landing restrictions; event-specific authorization unknown.,Yes,Unknown,No,No,No,No,Brooklyn Army Terminal / NYCEDC and event partners,https://brooklynarmyterminal.com/events,Unknown,Unknown,Unknown,https://brooklynarmyterminal.com/events,Unknown,Unknown,High,2026-07-16,"Date, time, event description, venue area, and address verified from the current official Brooklyn Army Terminal event calendar. Ticket links and programming remain subject to organizer changes."
NYC-2026-BX-000018,PERMIT-911516,Lincoln Hospital Greenmarket,Permitted,Recurring,Unknown,Farmers Market,Greenmarket,2026-08-04,2026-08-04,Tuesday,08:00,17:00,Unknown,The Bronx,Mott Haven,East 149th Street Greenmarket,"East 149th Street between Morris Avenue and Park Avenue, Bronx, NY",East 149th Street,Morris Avenue,Park Avenue,Morris Avenue / Park Avenue,Unknown,Unknown,Unknown,https://www.google.com/maps/search/?api=1&query=East+149th+Street+between+Morris+Avenue+and+Park+Avenue%2C+Bronx%2C+NY,https://maps.apple.com/?q=East+149th+Street+between+Morris+Avenue+and+Park+Avenue%2C+Bronx%2C+NY,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Medium,3,2,08:00–17:00,Produce vendors; shoppers; hospital district; food access,Unknown,Unknown,Public-event access and organizer-specific credential policy should be confirmed before assignment.,Follow FAA requirements and NYC launch/landing restrictions; event-specific authorization unknown.,Unknown,Yes,No,No,No,No,GrowNYC / SAPO permit applicant,https://data.cityofnewyork.us/City-Government/NYC-Permitted-Event-Information/tvpp-9vvx,Unknown,911516,SAPO,https://data.cityofnewyork.us/resource/tvpp-9vvx.json,https://data.cityofnewyork.us/City-Government/NYC-Permitted-Event-Information/tvpp-9vvx,https://nyceventpermits.nyc.gov/cems/findevents,High,2026-07-16,"Approved public-event record extracted from NYC Permitted Event Information. Descriptive and editorial fields were normalized for this database; permit title, date, time, borough, location, agency, and permit ID are source facts."
